date,Date,CDID,Value,series
2014 APR,2014-04-15,WUMP,.09,FurnitureHousehold
2014 APR,2014-04-15,WUMQ,.07,Health
2014 APR,2014-04-15,WUMW,.24,Transport
2014 APR,2014-04-15,WUMX,.06,Communication
2014 APR,2014-04-15,WUNC,.07,RecreationCulture
2014 APR,2014-04-15,WUND,.21,Education
2014 APR,2014-04-15,WUNE,.27,RestaurantsHotels
2014 APR,2014-04-15,WUNG,.04,Misc
2014 AUG,2014-08-15,WUMA,-.12,Food
2014 AUG,2014-08-15,WUMB,.21,AlcoholTobacco
2014 AUG,2014-08-15,WUMC,.03,ClothingFootwear
2014 AUG,2014-08-15,WUMD,.43,HousingHouseService
2014 AUG,2014-08-15,WUMP,.02,FurnitureHousehold
2014 AUG,2014-08-15,WUMQ,.07,Health
2014 AUG,2014-08-15,WUMW,.2,Transport
2014 AUG,2014-08-15,WUMX,.03,Communication
2014 AUG,2014-08-15,WUNC,.2,RecreationCulture
2014 AUG,2014-08-15,WUND,.21,Education
2014 AUG,2014-08-15,WUNE,.31,RestaurantsHotels
2014 AUG,2014-08-15,WUNG,-.04,Misc
2014 DEC,2014-12-15,WUMA,-.19,Food
2014 DEC,2014-12-15,WUMB,.22,AlcoholTobacco
2014 DEC,2014-12-15,WUMC,-.01,ClothingFootwear
2014 DEC,2014-12-15,WUMD,.12,HousingHouseService
2014 DEC,2014-12-15,WUMP,.01,FurnitureHousehold
2014 DEC,2014-12-15,WUMQ,.05,Health
2014 DEC,2014-12-15,WUMW,-.21,Transport
2014 DEC,2014-12-15,WUMX,.02,Communication
2014 DEC,2014-12-15,WUNC,.08,RecreationCulture
2014 DEC,2014-12-15,WUND,.22,Education
2014 DEC,2014-12-15,WUNE,.28,RestaurantsHotels
2014 DEC,2014-12-15,WUNG,-.06,Misc
2014 FEB,2014-02-15,WUMA,.19,Food
2014 FEB,2014-02-15,WUMB,.19,AlcoholTobacco
2014 FEB,2014-02-15,WUMC,.05,ClothingFootwear
2014 FEB,2014-02-15,WUMD,.44,HousingHouseService
2014 FEB,2014-02-15,WUMP,.1,FurnitureHousehold
2014 FEB,2014-02-15,WUMQ,.08,Health
2014 FEB,2014-02-15,WUMW,-.06,Transport
2014 FEB,2014-02-15,WUMX,.06,Communication
2014 FEB,2014-02-15,WUNC,.11,RecreationCulture
2014 FEB,2014-02-15,WUND,.21,Education
2014 FEB,2014-02-15,WUNE,.27,RestaurantsHotels
2014 FEB,2014-02-15,WUNG,.08,Misc
2014 JAN,2014-01-15,WUMA,.21,Food
2014 JAN,2014-01-15,WUMB,.2,AlcoholTobacco
2014 JAN,2014-01-15,WUMC,.11,ClothingFootwear
2014 JAN,2014-01-15,WUMD,.5,HousingHouseService
2014 JAN,2014-01-15,WUMP,.04,FurnitureHousehold
2014 JAN,2014-01-15,WUMQ,.07,Health
2014 JAN,2014-01-15,WUMW,.07,Transport
2014 JAN,2014-01-15,WUMX,.09,Communication
2014 JAN,2014-01-15,WUNC,.06,RecreationCulture
2014 JAN,2014-01-15,WUND,.22,Education
2014 JAN,2014-01-15,WUNE,.25,RestaurantsHotels
2014 JAN,2014-01-15,WUNG,.08,Misc
2014 JUL,2014-07-15,WUMA,-.05,Food
2014 JUL,2014-07-15,WUMB,.16,AlcoholTobacco
2014 JUL,2014-07-15,WUMC,-.02,ClothingFootwear
2014 JUL,2014-07-15,WUMD,.42,HousingHouseService
2014 JUL,2014-07-15,WUMP,.07,FurnitureHousehold
2014 JUL,2014-07-15,WUMQ,.06,Health
2014 JUL,2014-07-15,WUMW,.21,Transport
2014 JUL,2014-07-15,WUMX,.02,Communication
2014 JUL,2014-07-15,WUNC,.22,RecreationCulture
2014 JUL,2014-07-15,WUND,.21,Education
2014 JUL,2014-07-15,WUNE,.33,RestaurantsHotels
2014 JUL,2014-07-15,WUNG,-.05,Misc
2014 JUN,2014-06-15,WUMA,0,Food
2014 JUN,2014-06-15,WUMB,.22,AlcoholTobacco
2014 JUN,2014-06-15,WUMC,.19,ClothingFootwear
2014 JUN,2014-06-15,WUMD,.44,HousingHouseService
2014 JUN,2014-06-15,WUMP,.1,FurnitureHousehold
2014 JUN,2014-06-15,WUMQ,.08,Health
2014 JUN,2014-06-15,WUMW,.14,Transport
2014 JUN,2014-06-15,WUMX,.03,Communication
2014 JUN,2014-06-15,WUNC,.19,RecreationCulture
2014 JUN,2014-06-15,WUND,.21,Education
2014 JUN,2014-06-15,WUNE,.31,RestaurantsHotels
2014 JUN,2014-06-15,WUNG,.01,Misc
2014 MAR,2014-03-15,WUMA,.18,Food
2014 MAR,2014-03-15,WUMB,.22,AlcoholTobacco
2014 MAR,2014-03-15,WUMC,.02,ClothingFootwear
2014 MAR,2014-03-15,WUMD,.42,HousingHouseService
2014 MAR,2014-03-15,WUMP,.07,FurnitureHousehold
2014 MAR,2014-03-15,WUMQ,.08,Health
2014 MAR,2014-03-15,WUMW,-.16,Transport
2014 MAR,2014-03-15,WUMX,.07,Communication
2014 MAR,2014-03-15,WUNC,.09,RecreationCulture
2014 MAR,2014-03-15,WUND,.21,Education
2014 MAR,2014-03-15,WUNE,.3,RestaurantsHotels
2014 MAR,2014-03-15,WUNG,.09,Misc
2014 MAY,2014-05-15,WUMA,-.08,Food
2014 MAY,2014-05-15,WUMB,.21,AlcoholTobacco
2014 MAY,2014-05-15,WUMC,.01,ClothingFootwear
2014 MAY,2014-05-15,WUMD,.44,HousingHouseService
2014 MAY,2014-05-15,WUMP,.06,FurnitureHousehold
2014 MAY,2014-05-15,WUMQ,.07,Health
2014 MAY,2014-05-15,WUMW,.07,Transport
2014 MAY,2014-05-15,WUMX,.03,Communication
2014 MAY,2014-05-15,WUNC,.17,RecreationCulture
2014 MAY,2014-05-15,WUND,.21,Education
2014 MAY,2014-05-15,WUNE,.27,RestaurantsHotels
2014 MAY,2014-05-15,WUNG,.03,Misc
2014 NOV,2014-11-15,WUMA,-.19,Food
2014 NOV,2014-11-15,WUMB,.18,AlcoholTobacco
2014 NOV,2014-11-15,WUMC,.01,ClothingFootwear
2014 NOV,2014-11-15,WUMD,.44,HousingHouseService
2014 NOV,2014-11-15,WUMP,.02,FurnitureHousehold
2014 NOV,2014-11-15,WUMQ,.05,Health
2014 NOV,2014-11-15,WUMW,-.03,Transport
2014 NOV,2014-11-15,WUMX,.02,Communication
2014 NOV,2014-11-15,WUNC,.05,RecreationCulture
2014 NOV,2014-11-15,WUND,.22,Education
2014 NOV,2014-11-15,WUNE,.28,RestaurantsHotels
2014 NOV,2014-11-15,WUNG,-.07,Misc
2014 OCT,2014-10-15,WUMA,-.16,Food
2014 OCT,2014-10-15,WUMB,.24,AlcoholTobacco
2014 OCT,2014-10-15,WUMC,.01,ClothingFootwear
2014 OCT,2014-10-15,WUMD,.43,HousingHouseService
2014 OCT,2014-10-15,WUMP,.01,FurnitureHousehold
2014 OCT,2014-10-15,WUMQ,.05,Health
2014 OCT,2014-10-15,WUMW,.07,Transport
2014 OCT,2014-10-15,WUMX,.02,Communication
2014 OCT,2014-10-15,WUNC,.15,RecreationCulture
2014 OCT,2014-10-15,WUND,.22,Education
2014 OCT,2014-10-15,WUNE,.3,RestaurantsHotels
2014 OCT,2014-10-15,WUNG,-.03,Misc
2014 SEP,2014-09-15,WUMA,-.15,Food
2014 SEP,2014-09-15,WUMB,.22,AlcoholTobacco
2014 SEP,2014-09-15,WUMC,.03,ClothingFootwear
2014 SEP,2014-09-15,WUMD,.42,HousingHouseService
2014 SEP,2014-09-15,WUMP,.05,FurnitureHousehold
2014 SEP,2014-09-15,WUMQ,.06,Health
2014 SEP,2014-09-15,WUMW,.02,Transport
2014 SEP,2014-09-15,WUMX,.03,Communication
2014 SEP,2014-09-15,WUNC,.11,RecreationCulture
2014 SEP,2014-09-15,WUND,.21,Education
2014 SEP,2014-09-15,WUNE,.28,RestaurantsHotels
2014 SEP,2014-09-15,WUNG,-.04,Misc
2015 APR,2015-04-15,WUMA,-.32,Food
2015 APR,2015-04-15,WUMB,.13,AlcoholTobacco
2015 APR,2015-04-15,WUMC,-.02,ClothingFootwear
2015 APR,2015-04-15,WUMD,.06,HousingHouseService
2015 APR,2015-04-15,WUMP,-.03,FurnitureHousehold
2015 APR,2015-04-15,WUMQ,.05,Health
2015 APR,2015-04-15,WUMW,-.43,Transport
2015 APR,2015-04-15,WUMX,.03,Communication
2015 APR,2015-04-15,WUNC,-.06,RecreationCulture
2015 APR,2015-04-15,WUND,.22,Education
2015 APR,2015-04-15,WUNE,.24,RestaurantsHotels
2015 APR,2015-04-15,WUNG,0,Misc
2015 AUG,2015-08-15,WUMA,-.27,Food
2015 AUG,2015-08-15,WUMB,.09,AlcoholTobacco
2015 AUG,2015-08-15,WUMC,.06,ClothingFootwear
2015 AUG,2015-08-15,WUMD,.05,HousingHouseService
2015 AUG,2015-08-15,WUMP,.03,FurnitureHousehold
2015 AUG,2015-08-15,WUMQ,.04,Health
2015 AUG,2015-08-15,WUMW,-.41,Transport
2015 AUG,2015-08-15,WUMX,.04,Communication
2015 AUG,2015-08-15,WUNC,-.13,RecreationCulture
2015 AUG,2015-08-15,WUND,.22,Education
2015 AUG,2015-08-15,WUNE,.22,RestaurantsHotels
2015 AUG,2015-08-15,WUNG,.08,Misc
2015 DEC,2015-12-15,WUMA,-.32,Food
2015 DEC,2015-12-15,WUMB,.01,AlcoholTobacco
2015 DEC,2015-12-15,WUMC,-.01,ClothingFootwear
2015 DEC,2015-12-15,WUMD,.04,HousingHouseService
2015 DEC,2015-12-15,WUMP,-.01,FurnitureHousehold
2015 DEC,2015-12-15,WUMQ,.04,Health
2015 DEC,2015-12-15,WUMW,-.02,Transport
2015 DEC,2015-12-15,WUMX,.08,Communication
2015 DEC,2015-12-15,WUNC,-.04,RecreationCulture
2015 DEC,2015-12-15,WUND,.12,Education
2015 DEC,2015-12-15,WUNE,.21,RestaurantsHotels
2015 DEC,2015-12-15,WUNG,.1,Misc
2015 FEB,2015-02-15,WUMA,-.37,Food
2015 FEB,2015-02-15,WUMB,.17,AlcoholTobacco
2015 FEB,2015-02-15,WUMC,.14,ClothingFootwear
2015 FEB,2015-02-15,WUMD,.12,HousingHouseService
2015 FEB,2015-02-15,WUMP,-.01,FurnitureHousehold
2015 FEB,2015-02-15,WUMQ,.05,Health
2015 FEB,2015-02-15,WUMW,-.41,Transport
2015 FEB,2015-02-15,WUMX,.03,Communication
2015 FEB,2015-02-15,WUNC,-.11,RecreationCulture
2015 FEB,2015-02-15,WUND,.22,Education
2015 FEB,2015-02-15,WUNE,.26,RestaurantsHotels
2015 FEB,2015-02-15,WUNG,-.04,Misc
2015 JAN,2015-01-15,WUMA,-.29,Food
2015 JAN,2015-01-15,WUMB,.15,AlcoholTobacco
2015 JAN,2015-01-15,WUMC,.12,ClothingFootwear
2015 JAN,2015-01-15,WUMD,.13,HousingHouseService
2015 JAN,2015-01-15,WUMP,.05,FurnitureHousehold
2015 JAN,2015-01-15,WUMQ,.05,Health
2015 JAN,2015-01-15,WUMW,-.42,Transport
2015 JAN,2015-01-15,WUMX,.01,Communication
2015 JAN,2015-01-15,WUNC,.02,RecreationCulture
2015 JAN,2015-01-15,WUND,.22,Education
2015 JAN,2015-01-15,WUNE,.28,RestaurantsHotels
2015 JAN,2015-01-15,WUNG,-.04,Misc
2015 JUL,2015-07-15,WUMA,-.3,Food
2015 JUL,2015-07-15,WUMB,.09,AlcoholTobacco
2015 JUL,2015-07-15,WUMC,.14,ClothingFootwear
2015 JUL,2015-07-15,WUMD,.05,HousingHouseService
2015 JUL,2015-07-15,WUMP,-.01,FurnitureHousehold
2015 JUL,2015-07-15,WUMQ,.06,Health
2015 JUL,2015-07-15,WUMW,-.3,Transport
2015 JUL,2015-07-15,WUMX,.04,Communication
2015 JUL,2015-07-15,WUNC,-.09,RecreationCulture
2015 JUL,2015-07-15,WUND,.22,Education
2015 JUL,2015-07-15,WUNE,.19,RestaurantsHotels
2015 JUL,2015-07-15,WUNG,.06,Misc
2015 JUN,2015-06-15,WUMA,-.24,Food
2015 JUN,2015-06-15,WUMB,.1,AlcoholTobacco
2015 JUN,2015-06-15,WUMC,-.05,ClothingFootwear
2015 JUN,2015-06-15,WUMD,.05,HousingHouseService
2015 JUN,2015-06-15,WUMP,-.02,FurnitureHousehold
2015 JUN,2015-06-15,WUMQ,.04,Health
2015 JUN,2015-06-15,WUMW,-.28,Transport
2015 JUN,2015-06-15,WUMX,.03,Communication
2015 JUN,2015-06-15,WUNC,-.15,RecreationCulture
2015 JUN,2015-06-15,WUND,.22,Education
2015 JUN,2015-06-15,WUNE,.23,RestaurantsHotels
2015 JUN,2015-06-15,WUNG,.01,Misc
2015 MAR,2015-03-15,WUMA,-.33,Food
2015 MAR,2015-03-15,WUMB,.15,AlcoholTobacco
2015 MAR,2015-03-15,WUMC,0,ClothingFootwear
2015 MAR,2015-03-15,WUMD,.09,HousingHouseService
2015 MAR,2015-03-15,WUMP,-.01,FurnitureHousehold
2015 MAR,2015-03-15,WUMQ,.05,Health
2015 MAR,2015-03-15,WUMW,-.29,Transport
2015 MAR,2015-03-15,WUMX,.03,Communication
2015 MAR,2015-03-15,WUNC,-.1,RecreationCulture
2015 MAR,2015-03-15,WUND,.22,Education
2015 MAR,2015-03-15,WUNE,.23,RestaurantsHotels
2015 MAR,2015-03-15,WUNG,-.04,Misc
2015 MAY,2015-05-15,WUMA,-.2,Food
2015 MAY,2015-05-15,WUMB,.09,AlcoholTobacco
2015 MAY,2015-05-15,WUMC,.03,ClothingFootwear
2015 MAY,2015-05-15,WUMD,.06,HousingHouseService
2015 MAY,2015-05-15,WUMP,-.02,FurnitureHousehold
2015 MAY,2015-05-15,WUMQ,.06,Health
2015 MAY,2015-05-15,WUMW,-.23,Transport
2015 MAY,2015-05-15,WUMX,.04,Communication
2015 MAY,2015-05-15,WUNC,-.14,RecreationCulture
2015 MAY,2015-05-15,WUND,.22,Education
2015 MAY,2015-05-15,WUNE,.23,RestaurantsHotels
2015 MAY,2015-05-15,WUNG,-.01,Misc
2015 NOV,2015-11-15,WUMA,-.27,Food
2015 NOV,2015-11-15,WUMB,.06,AlcoholTobacco
2015 NOV,2015-11-15,WUMC,0,ClothingFootwear
2015 NOV,2015-11-15,WUMD,.03,HousingHouseService
2015 NOV,2015-11-15,WUMP,.03,FurnitureHousehold
2015 NOV,2015-11-15,WUMQ,.04,Health
2015 NOV,2015-11-15,WUMW,-.31,Transport
2015 NOV,2015-11-15,WUMX,.09,Communication
2015 NOV,2015-11-15,WUNC,-.02,RecreationCulture
2015 NOV,2015-11-15,WUND,.12,Education
2015 NOV,2015-11-15,WUNE,.22,RestaurantsHotels
2015 NOV,2015-11-15,WUNG,.12,Misc
2015 OCT,2015-10-15,WUMA,-.3,Food
2015 OCT,2015-10-15,WUMB,.01,AlcoholTobacco
2015 OCT,2015-10-15,WUMC,.07,ClothingFootwear
2015 OCT,2015-10-15,WUMD,.03,HousingHouseService
2015 OCT,2015-10-15,WUMP,.04,FurnitureHousehold
2015 OCT,2015-10-15,WUMQ,.04,Health
2015 OCT,2015-10-15,WUMW,-.39,Transport
2015 OCT,2015-10-15,WUMX,.06,Communication
2015 OCT,2015-10-15,WUNC,-.05,RecreationCulture
2015 OCT,2015-10-15,WUND,.12,Education
2015 OCT,2015-10-15,WUNE,.19,RestaurantsHotels
2015 OCT,2015-10-15,WUNG,.07,Misc
2015 SEP,2015-09-15,WUMA,-.25,Food
2015 SEP,2015-09-15,WUMB,.06,AlcoholTobacco
2015 SEP,2015-09-15,WUMC,-.03,ClothingFootwear
2015 SEP,2015-09-15,WUMD,.02,HousingHouseService
2015 SEP,2015-09-15,WUMP,.04,FurnitureHousehold
2015 SEP,2015-09-15,WUMQ,.05,Health
2015 SEP,2015-09-15,WUMW,-.41,Transport
2015 SEP,2015-09-15,WUMX,.04,Communication
2015 SEP,2015-09-15,WUNC,-.11,RecreationCulture
2015 SEP,2015-09-15,WUND,.2,Education
2015 SEP,2015-09-15,WUNE,.22,RestaurantsHotels
2015 SEP,2015-09-15,WUNG,.05,Misc
2016 APR,2016-04-15,WUMA,-.27,Food
2016 APR,2016-04-15,WUMB,.06,AlcoholTobacco
2016 APR,2016-04-15,WUMC,.03,ClothingFootwear
2016 APR,2016-04-15,WUMD,-.01,HousingHouseService
2016 APR,2016-04-15,WUMP,.02,FurnitureHousehold
2016 APR,2016-04-15,WUMQ,.06,Health
2016 APR,2016-04-15,WUMW,-.2,Transport
2016 APR,2016-04-15,WUMX,.05,Communication
2016 APR,2016-04-15,WUNC,.06,RecreationCulture
2016 APR,2016-04-15,WUND,.12,Education
2016 APR,2016-04-15,WUNE,.28,RestaurantsHotels
2016 APR,2016-04-15,WUNG,.09,Misc
2016 AUG,2016-08-15,WUMA,-.23,Food
2016 AUG,2016-08-15,WUMB,.06,AlcoholTobacco
2016 AUG,2016-08-15,WUMC,-.08,ClothingFootwear
2016 AUG,2016-08-15,WUMD,-.01,HousingHouseService
2016 AUG,2016-08-15,WUMP,-.06,FurnitureHousehold
2016 AUG,2016-08-15,WUMQ,.06,Health
2016 AUG,2016-08-15,WUMW,.18,Transport
2016 AUG,2016-08-15,WUMX,.13,Communication
2016 AUG,2016-08-15,WUNC,.1,RecreationCulture
2016 AUG,2016-08-15,WUND,.12,Education
2016 AUG,2016-08-15,WUNE,.29,RestaurantsHotels
2016 AUG,2016-08-15,WUNG,.08,Misc
2016 DEC,2016-12-15,WUMA,-.11,Food
2016 DEC,2016-12-15,WUMB,.1,AlcoholTobacco
2016 DEC,2016-12-15,WUMC,.09,ClothingFootwear
2016 DEC,2016-12-15,WUMD,.05,HousingHouseService
2016 DEC,2016-12-15,WUMP,.04,FurnitureHousehold
2016 DEC,2016-12-15,WUMQ,.07,Health
2016 DEC,2016-12-15,WUMW,.58,Transport
2016 DEC,2016-12-15,WUMX,.06,Communication
2016 DEC,2016-12-15,WUNC,.13,RecreationCulture
2016 DEC,2016-12-15,WUND,.11,Education
2016 DEC,2016-12-15,WUNE,.35,RestaurantsHotels
2016 DEC,2016-12-15,WUNG,.1,Misc
2016 FEB,2016-02-15,WUMA,-.25,Food
2016 FEB,2016-02-15,WUMB,.05,AlcoholTobacco
2016 FEB,2016-02-15,WUMC,.03,ClothingFootwear
2016 FEB,2016-02-15,WUMD,.04,HousingHouseService
2016 FEB,2016-02-15,WUMP,.02,FurnitureHousehold
2016 FEB,2016-02-15,WUMQ,.06,Health
2016 FEB,2016-02-15,WUMW,-.16,Transport
2016 FEB,2016-02-15,WUMX,.07,Communication
2016 FEB,2016-02-15,WUNC,-.02,RecreationCulture
2016 FEB,2016-02-15,WUND,.12,Education
2016 FEB,2016-02-15,WUNE,.22,RestaurantsHotels
2016 FEB,2016-02-15,WUNG,.11,Misc
2016 JAN,2016-01-15,WUMA,-.29,Food
2016 JAN,2016-01-15,WUMB,.06,AlcoholTobacco
2016 JAN,2016-01-15,WUMC,.03,ClothingFootwear
2016 JAN,2016-01-15,WUMD,.05,HousingHouseService
2016 JAN,2016-01-15,WUMP,0,FurnitureHousehold
2016 JAN,2016-01-15,WUMQ,.06,Health
2016 JAN,2016-01-15,WUMW,-.11,Transport
2016 JAN,2016-01-15,WUMX,.07,Communication
2016 JAN,2016-01-15,WUNC,-.01,RecreationCulture
2016 JAN,2016-01-15,WUND,.12,Education
2016 JAN,2016-01-15,WUNE,.19,RestaurantsHotels
2016 JAN,2016-01-15,WUNG,.13,Misc
2016 JUL,2016-07-15,WUMA,-.27,Food
2016 JUL,2016-07-15,WUMB,.08,AlcoholTobacco
2016 JUL,2016-07-15,WUMC,-.05,ClothingFootwear
2016 JUL,2016-07-15,WUMD,-.01,HousingHouseService
2016 JUL,2016-07-15,WUMP,-.04,FurnitureHousehold
2016 JUL,2016-07-15,WUMQ,.05,Health
2016 JUL,2016-07-15,WUMW,.06,Transport
2016 JUL,2016-07-15,WUMX,.11,Communication
2016 JUL,2016-07-15,WUNC,.09,RecreationCulture
2016 JUL,2016-07-15,WUND,.12,Education
2016 JUL,2016-07-15,WUNE,.33,RestaurantsHotels
2016 JUL,2016-07-15,WUNG,.09,Misc
2016 JUN,2016-06-15,WUMA,-.31,Food
2016 JUN,2016-06-15,WUMB,.02,AlcoholTobacco
2016 JUN,2016-06-15,WUMC,-.04,ClothingFootwear
2016 JUN,2016-06-15,WUMD,.02,HousingHouseService
2016 JUN,2016-06-15,WUMP,-.03,FurnitureHousehold
2016 JUN,2016-06-15,WUMQ,.08,Health
2016 JUN,2016-06-15,WUMW,-.02,Transport
2016 JUN,2016-06-15,WUMX,.11,Communication
2016 JUN,2016-06-15,WUNC,.12,RecreationCulture
2016 JUN,2016-06-15,WUND,.12,Education
2016 JUN,2016-06-15,WUNE,.29,RestaurantsHotels
2016 JUN,2016-06-15,WUNG,.1,Misc
2016 MAR,2016-03-15,WUMA,-.29,Food
2016 MAR,2016-03-15,WUMB,.04,AlcoholTobacco
2016 MAR,2016-03-15,WUMC,.1,ClothingFootwear
2016 MAR,2016-03-15,WUMD,.06,HousingHouseService
2016 MAR,2016-03-15,WUMP,.04,FurnitureHousehold
2016 MAR,2016-03-15,WUMQ,.05,Health
2016 MAR,2016-03-15,WUMW,-.02,Transport
2016 MAR,2016-03-15,WUMX,.04,Communication
2016 MAR,2016-03-15,WUNC,-.03,RecreationCulture
2016 MAR,2016-03-15,WUND,.12,Education
2016 MAR,2016-03-15,WUNE,.26,RestaurantsHotels
2016 MAR,2016-03-15,WUNG,.09,Misc
2016 MAY,2016-05-15,WUMA,-.3,Food
2016 MAY,2016-05-15,WUMB,.04,AlcoholTobacco
2016 MAY,2016-05-15,WUMC,-.03,ClothingFootwear
2016 MAY,2016-05-15,WUMD,0,HousingHouseService
2016 MAY,2016-05-15,WUMP,.01,FurnitureHousehold
2016 MAY,2016-05-15,WUMQ,.06,Health
2016 MAY,2016-05-15,WUMW,-.15,Transport
2016 MAY,2016-05-15,WUMX,.09,Communication
2016 MAY,2016-05-15,WUNC,.02,RecreationCulture
2016 MAY,2016-05-15,WUND,.12,Education
2016 MAY,2016-05-15,WUNE,.32,RestaurantsHotels
2016 MAY,2016-05-15,WUNG,.12,Misc
2016 NOV,2016-11-15,WUMA,-.21,Food
2016 NOV,2016-11-15,WUMB,.07,AlcoholTobacco
2016 NOV,2016-11-15,WUMC,.07,ClothingFootwear
2016 NOV,2016-11-15,WUMD,.03,HousingHouseService
2016 NOV,2016-11-15,WUMP,.05,FurnitureHousehold
2016 NOV,2016-11-15,WUMQ,.06,Health
2016 NOV,2016-11-15,WUMW,.38,Transport
2016 NOV,2016-11-15,WUMX,.08,Communication
2016 NOV,2016-11-15,WUNC,.1,RecreationCulture
2016 NOV,2016-11-15,WUND,.11,Education
2016 NOV,2016-11-15,WUNE,.32,RestaurantsHotels
2016 NOV,2016-11-15,WUNG,.1,Misc
2016 OCT,2016-10-15,WUMA,-.24,Food
2016 OCT,2016-10-15,WUMB,.09,AlcoholTobacco
2016 OCT,2016-10-15,WUMC,-.04,ClothingFootwear
2016 OCT,2016-10-15,WUMD,.04,HousingHouseService
2016 OCT,2016-10-15,WUMP,.01,FurnitureHousehold
2016 OCT,2016-10-15,WUMQ,.06,Health
2016 OCT,2016-10-15,WUMW,.35,Transport
2016 OCT,2016-10-15,WUMX,.1,Communication
2016 OCT,2016-10-15,WUNC,.03,RecreationCulture
2016 OCT,2016-10-15,WUND,.11,Education
2016 OCT,2016-10-15,WUNE,.32,RestaurantsHotels
2016 OCT,2016-10-15,WUNG,.11,Misc
2016 SEP,2016-09-15,WUMA,-.24,Food
2016 SEP,2016-09-15,WUMB,.07,AlcoholTobacco
2016 SEP,2016-09-15,WUMC,.08,ClothingFootwear
2016 SEP,2016-09-15,WUMD,.03,HousingHouseService
2016 SEP,2016-09-15,WUMP,-.08,FurnitureHousehold
2016 SEP,2016-09-15,WUMQ,.07,Health
2016 SEP,2016-09-15,WUMW,.19,Transport
2016 SEP,2016-09-15,WUMX,.11,Communication
2016 SEP,2016-09-15,WUNC,.11,RecreationCulture
2016 SEP,2016-09-15,WUND,.15,Education
2016 SEP,2016-09-15,WUNE,.36,RestaurantsHotels
2016 SEP,2016-09-15,WUNG,.12,Misc
2017 APR,2017-04-15,WUMA,.16,Food
2017 APR,2017-04-15,WUMB,.19,AlcoholTobacco
2017 APR,2017-04-15,WUMC,.17,ClothingFootwear
2017 APR,2017-04-15,WUMD,.19,HousingHouseService
2017 APR,2017-04-15,WUMP,.1,FurnitureHousehold
2017 APR,2017-04-15,WUMQ,.06,Health
2017 APR,2017-04-15,WUMW,1,Transport
2017 APR,2017-04-15,WUMX,.05,Communication
2017 APR,2017-04-15,WUNC,.14,RecreationCulture
2017 APR,2017-04-15,WUND,.11,Education
2017 APR,2017-04-15,WUNE,.39,RestaurantsHotels
2017 APR,2017-04-15,WUNG,.16,Misc
2017 AUG,2017-08-15,WUMA,.22,Food
2017 AUG,2017-08-15,WUMB,.19,AlcoholTobacco
2017 AUG,2017-08-15,WUMC,.32,ClothingFootwear
2017 AUG,2017-08-15,WUMD,.26,HousingHouseService
2017 AUG,2017-08-15,WUMP,.25,FurnitureHousehold
2017 AUG,2017-08-15,WUMQ,.07,Health
2017 AUG,2017-08-15,WUMW,.51,Transport
2017 AUG,2017-08-15,WUMX,.05,Communication
2017 AUG,2017-08-15,WUNC,.27,RecreationCulture
2017 AUG,2017-08-15,WUND,.11,Education
2017 AUG,2017-08-15,WUNE,.44,RestaurantsHotels
2017 AUG,2017-08-15,WUNG,.18,Misc
2017 DEC,2017-12-15,WUMA,.4,Food
2017 DEC,2017-12-15,WUMB,.23,AlcoholTobacco
2017 DEC,2017-12-15,WUMC,.23,ClothingFootwear
2017 DEC,2017-12-15,WUMD,.27,HousingHouseService
2017 DEC,2017-12-15,WUMP,.2,FurnitureHousehold
2017 DEC,2017-12-15,WUMQ,.08,Health
2017 DEC,2017-12-15,WUMW,.61,Transport
2017 DEC,2017-12-15,WUMX,.03,Communication
2017 DEC,2017-12-15,WUNC,.4,RecreationCulture
2017 DEC,2017-12-15,WUND,.06,Education
2017 DEC,2017-12-15,WUNE,.39,RestaurantsHotels
2017 DEC,2017-12-15,WUNG,.07,Misc
2017 FEB,2017-02-15,WUMA,.02,Food
2017 FEB,2017-02-15,WUMB,.12,AlcoholTobacco
2017 FEB,2017-02-15,WUMC,-.01,ClothingFootwear
2017 FEB,2017-02-15,WUMD,.09,HousingHouseService
2017 FEB,2017-02-15,WUMP,.07,FurnitureHousehold
2017 FEB,2017-02-15,WUMQ,.06,Health
2017 FEB,2017-02-15,WUMW,1.06,Transport
2017 FEB,2017-02-15,WUMX,.07,Communication
2017 FEB,2017-02-15,WUNC,.23,RecreationCulture
2017 FEB,2017-02-15,WUND,.11,Education
2017 FEB,2017-02-15,WUNE,.4,RestaurantsHotels
2017 FEB,2017-02-15,WUNG,.11,Misc
2017 JAN,2017-01-15,WUMA,-.05,Food
2017 JAN,2017-01-15,WUMB,.1,AlcoholTobacco
2017 JAN,2017-01-15,WUMC,-.01,ClothingFootwear
2017 JAN,2017-01-15,WUMD,.07,HousingHouseService
2017 JAN,2017-01-15,WUMP,.02,FurnitureHousehold
2017 JAN,2017-01-15,WUMQ,.05,Health
2017 JAN,2017-01-15,WUMW,.87,Transport
2017 JAN,2017-01-15,WUMX,.07,Communication
2017 JAN,2017-01-15,WUNC,.14,RecreationCulture
2017 JAN,2017-01-15,WUND,.11,Education
2017 JAN,2017-01-15,WUNE,.37,RestaurantsHotels
2017 JAN,2017-01-15,WUNG,.08,Misc
2017 JUL,2017-07-15,WUMA,.26,Food
2017 JUL,2017-07-15,WUMB,.21,AlcoholTobacco
2017 JUL,2017-07-15,WUMC,.21,ClothingFootwear
